repo,buggy_fix,fix0_file,fix1_file
matio,04d1deab800d962055a1c5509e25ad8dfe05c4f1,oss-fuzz-vulns/vulns/matio/OSV-2021-218.yaml,oss-fuzz-vulns/vulns/matio/OSV-2023-1256.yaml
matio,1ce8f2d1845ecdde19a35605cabdbb884776d52d,oss-fuzz-vulns/vulns/matio/OSV-2020-835.yaml,oss-fuzz-vulns/vulns/matio/OSV-2021-218.yaml
matio,29e986fb1cfe09dacdbe386f441882025f652377,oss-fuzz-vulns/vulns/matio/OSV-2023-1140.yaml,oss-fuzz-vulns/vulns/matio/OSV-2024-793.yaml
matio,0885c6a34b9f739d57e5cad08b7de866b42c75fc,oss-fuzz-vulns/vulns/matio/OSV-2024-274.yaml,oss-fuzz-vulns/vulns/matio/OSV-2024-333.yaml
matio,b89ed176f27c71657587d231794bee09d0461d08,oss-fuzz-vulns/vulns/matio/OSV-2021-141.yaml,oss-fuzz-vulns/vulns/matio/OSV-2021-1150.yaml
matio,7a1831b94a73f2cd665bd48f65c8516509d0740e,oss-fuzz-vulns/vulns/matio/OSV-2020-851.yaml,oss-fuzz-vulns/vulns/matio/OSV-2020-2138.yaml
matio,7019a4c5212ab34ee336d77b9d6965920944b41a,oss-fuzz-vulns/vulns/matio/OSV-2020-2301.yaml,oss-fuzz-vulns/vulns/matio/OSV-2023-1140.yaml
flac,ce6dd6b5732e319ef60716d9cc9af6a836a4011a,oss-fuzz-vulns/vulns/flac/OSV-2020-1976.yaml,oss-fuzz-vulns/vulns/flac/OSV-2020-819.yaml
assimp,310c81aaa20b7328ce7a354897db817f8becac3a,oss-fuzz-vulns/vulns/assimp/OSV-2021-1311.yaml,oss-fuzz-vulns/vulns/assimp/OSV-2022-21.yaml
libultrahdr,55ee308d04995d7b97e1402cc9ebf5b3f42f96ee,oss-fuzz-vulns/vulns/libultrahdr/OSV-2024-1149.yaml,oss-fuzz-vulns/vulns/libultrahdr/OSV-2024-1164.yaml
jackson-databind,5b036e1c0ba8af72bc5347253bcad1537904831b,oss-fuzz-vulns/vulns/jackson-databind/OSV-2022-1067.yaml,oss-fuzz-vulns/vulns/jackson-databind/OSV-2022-1096.yaml
